isr_entry,c_entry,first_try_lock_mm_and_find_vma_start,first_try_handle_mm_fault_with_mm_lock_start,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,first_try_handle_mm_fault_with_mm_lock_end,c_exit,iret,end
519,105,120,30,204,1731,81,45,351
519,108,120,30,207,1743,81,45,357
525,108,120,33,201,1758,84,45,348
513,111,120,30,204,1686,78,48,354
516,108,120,30,201,1701,84,42,351
516,111,168,33,195,5049,174,45,357
519,105,120,30,204,1794,81,51,351
525,105,120,36,204,1683,81,48,348
513,111,120,30,201,1749,84,42,354
513,111,150,30,207,5361,171,51,357
519,108,120,33,201,1743,81,48,351
519,108,120,33,201,1692,81,48,351
522,108,120,30,207,3531,171,45,357
519,105,120,30,204,1713,84,45,360
516,111,120,30,198,1869,84,45,360
516,108,120,30,192,1740,81,51,351
522,108,120,30,201,1704,84,48,348
522,111,120,30,198,1695,81,45,357
516,108,120,33,201,1785,84,48,357
549,108,120,27,219,2043,84,42,369
561,111,132,39,210,1905,81,48,378
561,111,132,39,210,1821,87,51,378
561,114,132,36,213,1857,90,48,384
552,120,123,39,222,1803,90,48,378
561,111,132,39,213,1869,90,48,381
561,111,132,27,222,1905,81,60,369
570,111,132,36,210,1887,87,54,384
519,105,120,30,207,1779,84,42,354
522,105,120,36,198,1731,84,51,348
516,108,120,33,201,1752,81,51,348
528,105,120,30,204,1719,84,51,354
516,108,120,33,198,1704,84,48,348
516,108,120,33,204,1719,84,45,348
513,111,120,30,204,1677,81,45,348
516,108,120,30,207,1755,81,45,351
513,111,120,30,198,1647,81,48,348
516,108,120,33,198,1698,81,45,360
516,108,174,30,276,5727,168,45,363
516,108,120,33,198,1827,159,48,351
519,105,120,33,201,1677,81,45,357
516,108,120,33,207,1743,84,45,348
528,108,120,33,204,1713,81,48,354
519,105,120,30,201,1905,78,48,354
516,111,120,30,198,1692,81,48,354
516,111,120,30,204,1737,84,42,351
525,108,120,30,201,1665,81,45,354
522,105,120,30,204,1737,84,48,345
522,108,174,36,306,1890,168,48,351
525,111,120,30,204,1728,78,48,354
525,108,120,30,204,1674,84,48,345
522,108,120,36,198,1749,78,51,351
519,108,120,30,201,1671,84,48,348
513,111,120,30,201,1743,84,45,360
525,108,120,30,204,1707,81,48,354
522,105,120,33,201,1728,81,48,351
516,108,120,30,204,1662,81,45,351
519,105,120,33,201,1707,84,48,351
525,111,120,30,204,4290,177,51,354
516,108,120,30,201,1869,93,51,351
516,111,120,30,201,1746,84,45,348
525,111,120,30,210,1761,81,54,351
516,111,120,30,201,1656,81,48,345
525,105,120,36,201,1743,81,51,360
516,108,120,30,198,1713,81,48,354
519,111,120,30,198,1689,81,51,348
522,108,120,33,201,2100,81,45,357
513,111,120,33,204,1737,84,51,348
522,108,120,33,198,1770,78,48,354
516,108,120,30,204,1809,84,48,348
522,108,120,33,198,1665,84,51,345
516,111,120,30,210,1695,81,45,357
519,108,120,30,201,1728,81,45,351
516,111,120,30,198,1728,84,45,348
525,105,120,30,204,1947,78,48,351
525,111,171,30,207,1962,174,45,357
519,105,120,36,201,1611,84,51,351
519,108,168,30,204,1854,78,48,354
519,105,120,36,198,1677,78,51,351
522,105,120,36,201,1686,129,42,357
519,108,120,33,204,1680,81,51,351
519,108,120,33,201,1737,84,48,348
519,105,120,30,198,1671,84,51,345
519,108,120,36,198,1779,81,45,354
519,105,120,36,198,1731,81,45,354
516,111,480,30,210,4698,177,51,354
522,105,120,36,198,1623,81,45,357
519,111,120,30,204,1695,84,51,354
522,108,120,30,201,1692,81,45,351
513,111,120,30,198,1710,84,48,357
519,108,120,33,195,1842,84,42,351
519,105,120,33,198,1713,81,48,357
519,105,120,30,204,1680,81,48,354
519,111,120,33,195,1764,81,48,357
519,111,168,30,192,4680,171,45,357
522,105,120,36,198,4326,303,51,354
519,108,120,33,198,1728,81,48,351
519,108,120,33,198,1683,78,48,348
525,105,177,30,396,1833,177,45,357
516,108,120,33,198,1701,81,51,357
522,111,120,30,201,1689,81,51,351
519,111,120,30,198,1788,81,45,357
519,111,120,30,201,1722,81,48,351
519,105,120,33,198,1740,84,51,348
528,105,159,30,276,3783,153,48,357
516,108,120,33,201,1674,84,51,345
519,108,120,30,201,1644,81,48,357
519,105,120,33,204,1680,81,45,357
513,111,120,30,195,1713,81,51,351
522,108,120,33,198,1704,84,45,348
519,108,120,30,201,1695,81,48,345
516,108,120,30,201,7428,171,48,354
525,108,120,33,198,1536,81,45,354
516,108,120,33,201,1704,117,48,351
519,105,120,33,201,1722,81,45,357
516,108,120,33,201,1719,78,48,345
528,111,120,30,195,2121,81,45,354
519,108,120,30,204,1713,84,51,345
528,111,120,30,204,1758,81,45,351
522,111,120,30,204,1608,81,45,351
519,108,120,30,201,1656,81,51,354
525,111,120,30,198,2028,81,45,360
516,111,120,30,204,1665,81,45,357
516,111,120,30,204,1734,81,45,351
519,108,120,33,198,1701,81,45,351
519,108,120,36,198,1776,81,48,354
513,111,120,33,201,1773,81,45,354
519,111,120,33,201,1734,81,48,345
525,108,120,33,201,1662,84,45,348
519,108,171,33,204,4335,171,51,354
519,111,120,33,198,1707,84,45,348
525,108,120,33,201,1740,78,48,348
528,108,120,30,201,1836,84,45,354
522,108,120,36,198,1740,84,45,357
513,111,120,33,207,1761,84,48,351
516,111,120,30,198,1986,81,48,357
516,111,120,30,198,1695,81,54,348
519,108,120,33,201,1866,81,45,351
516,111,120,30,201,1704,81,48,354
525,111,219,30,198,5481,168,42,357
519,108,120,30,204,1665,84,45,354
519,108,120,30,201,1809,84,42,351
516,111,120,30,198,1674,78,48,357
525,108,120,33,201,1710,81,48,351
513,111,120,33,195,1704,78,48,354
513,111,120,33,201,1728,81,48,354
531,105,120,36,198,2466,123,48,357
516,111,120,30,204,1803,81,48,348
522,108,120,30,204,1674,78,48,354
525,108,120,30,198,1722,81,48,351
519,108,120,30,204,1662,78,54,348
519,105,120,36,195,1866,81,48,351
519,111,120,30,195,1725,84,48,351
522,105,120,33,201,1773,81,51,348
519,108,120,33,195,1659,84,48,345
525,108,120,33,198,1710,84,48,348
519,108,120,33,192,1731,84,51,354
525,111,174,30,213,6042,174,51,357
519,108,120,30,201,1704,78,48,357
531,105,120,36,198,1788,84,48,345
519,108,120,30,192,1749,81,45,351
522,108,120,33,201,1734,81,48,354
525,111,120,30,204,1758,81,45,351
519,105,120,33,201,1698,81,45,354
519,111,120,30,201,1743,84,51,348
525,111,120,30,198,1734,81,48,345
516,111,120,30,201,1674,84,42,354
525,105,171,33,207,5988,171,51,354
522,111,120,30,198,1881,81,45,348
519,108,120,33,198,1758,81,48,345
519,111,120,30,201,1656,84,48,345
525,105,120,30,204,1701,81,45,354
525,108,120,33,195,1683,84,48,357
519,108,120,33,201,1725,78,48,348
525,108,120,33,198,1668,192,45,354
519,108,120,33,198,1728,81,48,351
516,108,120,36,198,1698,81,45,357
525,111,174,30,210,1854,84,51,345
519,108,120,30,201,1665,84,42,351
516,111,120,30,204,1821,81,45,354
519,105,120,33,201,1773,81,45,348
516,111,120,30,201,1734,78,48,357
519,108,120,33,198,1638,78,48,351
516,108,120,33,198,1749,84,42,351
519,105,120,33,201,1875,81,48,348
513,111,120,30,204,1719,81,48,348
519,105,120,36,198,1728,81,45,357
525,105,171,30,204,5337,171,45,357
519,108,120,33,198,1749,81,45,357
522,111,120,30,201,1773,84,42,357
516,111,120,30,198,1689,81,48,351
519,105,120,36,198,1821,81,45,360
519,108,120,30,204,1728,81,48,348
519,108,120,33,201,1737,84,45,351
519,105,120,36,198,1674,81,51,348
519,108,120,33,198,1710,84,45,348
516,111,120,33,201,1638,81,48,357
525,108,171,36,201,5709,174,54,351
516,111,120,30,198,1752,84,45,348
516,111,120,30,204,1977,84,48,345
519,108,120,33,198,1590,84,48,348
516,108,120,33,198,1722,81,45,357
513,111,120,30,201,1668,81,45,351
516,108,120,30,207,1752,81,48,354
522,105,120,33,201,4011,165,51,357
522,108,120,33,201,1770,93,45,351
525,108,120,30,201,1665,81,45,354
516,111,171,33,273,3852,159,48,357
522,105,120,36,204,1743,81,51,354
516,108,120,30,207,1737,84,54,351
525,105,171,33,201,5076,171,51,357
519,105,120,36,201,1698,81,48,348
519,108,120,33,201,1623,81,48,357
513,111,120,30,204,1722,84,51,354
519,108,120,33,198,1716,84,51,351
516,111,120,30,198,1719,81,54,348
516,108,120,33,198,1665,81,45,360
519,111,369,36,207,4398,174,51,354
516,108,120,30,201,1680,81,48,351
522,105,120,30,204,1734,84,48,345
519,108,120,33,198,1650,81,45,357
519,111,120,30,210,1728,81,45,351
564,114,132,36,213,2013,90,51,381
564,111,132,39,207,1812,90,48,387
552,120,123,39,216,1791,90,54,378
561,114,132,39,207,1854,81,51,384
558,114,132,27,219,1776,90,48,384
555,120,132,30,222,2310,90,51,375
564,111,132,39,210,1860,90,51,375
519,108,120,30,204,1752,81,48,357
525,111,120,30,201,1695,81,45,354
525,111,120,30,201,1695,150,45,351
522,105,120,33,201,1722,81,45,357
522,105,120,33,201,1737,81,54,345
522,108,120,33,198,1713,84,45,360
522,108,120,30,207,1581,81,45,351
519,105,120,30,195,1770,78,48,357
513,111,120,30,204,1752,81,48,345
516,108,120,33,198,1752,81,54,348
519,111,120,30,198,1929,81,51,348
522,105,120,33,201,1680,81,45,357
516,111,120,30,210,1731,78,48,354
516,111,120,30,198,1650,81,45,351
519,111,120,30,201,1731,84,48,357
525,108,120,33,198,1743,153,51,357
516,111,120,30,204,1752,81,48,348
525,108,120,30,201,1755,84,51,354
522,111,174,33,288,7494,177,51,354
522,105,120,33,201,1647,81,48,345
516,111,120,30,204,1719,84,48,351
522,105,120,36,198,1677,81,48,351
513,111,120,30,195,1758,87,45,351
519,108,120,30,204,1668,84,48,354
525,105,120,33,201,1731,84,42,351
519,105,120,33,195,1671,84,48,354
516,108,120,30,198,1746,84,42,351
519,108,120,30,204,1665,84,45,354
519,105,147,36,294,4602,174,51,354
525,111,120,30,201,1674,84,42,351
519,108,120,33,198,1749,81,51,354
519,108,120,30,204,1674,81,48,357
522,108,120,30,204,1785,84,45,354
516,108,120,33,201,1845,84,51,348
519,108,120,33,198,2106,81,48,354
519,108,120,30,204,1662,81,45,357
519,105,120,36,198,1821,81,45,351
519,108,120,30,201,1704,81,51,348
519,105,120,33,201,1800,84,48,351
519,111,120,30,204,1662,81,48,354
516,111,120,30,204,1740,84,42,357
513,111,120,30,198,4725,171,51,357
519,105,120,36,195,1734,84,48,348
522,108,120,33,201,1746,84,51,348
528,108,120,30,198,1719,81,48,348
519,108,120,30,198,1746,81,48,351
519,108,120,33,198,1749,81,48,348
519,108,120,33,201,1680,81,45,351
516,111,120,30,198,1752,84,51,345
519,105,120,30,204,3636,168,54,348
513,111,120,30,204,1713,84,51,348
516,108,120,30,201,1722,84,42,357
519,108,120,33,198,1791,81,51,354
522,111,120,30,195,1674,81,48,354
522,111,240,33,234,5853,174,51,357
528,108,120,33,201,1662,84,48,345
516,108,120,30,201,1743,78,48,354
525,108,120,33,198,1776,84,51,348
519,108,120,33,204,1725,84,48,354
519,105,120,33,204,3546,174,45,357
516,111,120,30,201,1734,81,48,351
516,108,120,30,198,1755,84,48,348
519,111,120,30,201,1767,81,51,351
522,111,120,30,198,1668,81,48,357
522,105,171,33,201,6081,156,51,354
519,111,120,30,204,1653,81,48,354
516,108,120,33,195,1719,84,48,345
522,108,120,33,198,1758,81,51,348
516,111,120,30,204,1752,81,45,351
525,105,120,36,198,1767,81,45,357
528,108,120,33,207,1764,84,45,348
522,105,120,30,201,1767,84,48,345
516,108,120,30,204,1752,81,51,354
519,108,120,30,204,1668,84,42,354
519,108,150,30,204,4341,168,51,354
525,105,120,30,201,1764,84,45,354
516,108,120,30,201,3864,171,54,351
525,105,171,36,201,1794,174,48,354
525,108,120,30,201,2409,90,48,348
516,111,120,30,201,1794,84,42,357
516,108,120,30,201,1773,78,57,348
519,111,120,30,195,1665,84,48,348
525,105,120,36,198,1743,81,45,357
519,108,120,30,210,1695,81,48,351
513,111,120,30,198,1824,189,48,354
516,111,120,30,201,1767,84,51,345
525,105,120,33,198,1785,81,45,351
519,105,120,36,198,1698,78,54,351
525,105,156,30,210,4452,165,75,354
516,111,120,30,201,1671,81,54,348
525,105,120,30,204,1824,81,51,351
525,108,174,30,207,3924,84,48,345
516,108,120,30,204,1746,84,45,357
519,108,120,33,201,1695,81,51,348
525,111,120,33,198,1965,84,42,354
525,108,120,30,204,1947,81,45,357
522,108,120,30,201,1713,78,48,357
519,105,120,36,198,1794,81,45,354
519,108,120,33,204,1761,84,48,345
516,111,120,30,204,3579,171,48,354
519,108,120,33,204,1815,81,45,351
513,111,120,30,204,1710,81,51,351
516,111,201,33,204,4467,174,51,351
516,108,120,30,201,1674,84,42,351
525,108,120,33,198,1755,84,45,348
528,105,120,36,198,1755,81,45,357
519,105,168,33,195,4464,171,51,354
522,108,120,33,198,1797,81,48,357
519,105,120,33,201,1758,81,45,351
513,111,120,30,204,1686,81,45,351
516,111,120,30,207,1734,81,45,351
516,108,120,30,201,1860,81,45,351
519,108,171,30,204,1950,168,48,345
519,108,168,36,198,4710,168,48,354
525,108,120,33,201,1794,81,48,348
528,105,120,30,204,1686,78,48,354
516,108,120,30,204,1752,81,45,348
525,108,120,30,198,1671,78,48,345
516,111,120,30,204,1803,81,45,351
519,105,120,33,198,1710,84,42,354
519,111,120,30,201,1875,81,45,351
519,111,120,30,198,1695,81,48,348
525,108,174,30,204,7674,174,45,357
516,108,120,33,201,1797,81,51,348
516,108,120,30,204,1776,81,51,348
522,108,120,30,204,1758,84,51,348
516,108,120,33,204,1875,78,48,345
525,108,120,30,201,1725,78,48,345
519,105,120,36,198,1770,78,51,351
516,108,120,30,198,1770,84,42,354
516,108,120,33,201,1794,192,51,345
522,105,120,30,204,1716,84,48,348
525,105,237,30,210,5589,171,51,357
516,108,120,30,204,1701,81,48,345
525,108,120,33,201,1806,84,48,351
516,111,120,30,204,1662,81,48,357
513,111,120,30,204,1752,81,45,354
525,111,120,30,195,1743,81,45,351
522,108,120,33,198,1728,81,48,348
519,111,120,30,198,1659,84,45,354
516,111,120,30,201,1698,84,42,351
516,108,120,30,201,1653,84,48,348
516,108,120,30,201,1728,81,45,351
525,105,120,33,198,1656,81,48,354
513,111,120,30,201,1752,84,45,351
519,105,210,30,333,4425,177,48,351
525,105,120,36,201,1743,78,48,351
519,108,120,30,198,3846,168,51,351
513,111,120,30,204,1743,81,45,357
516,111,120,30,201,1788,84,42,354
525,108,120,30,201,1740,81,51,354
516,108,120,30,201,1731,93,45,351
516,108,120,30,201,1740,81,45,351
525,111,120,30,198,1683,84,45,354
525,105,120,36,198,1821,81,45,351
516,108,120,33,195,4101,171,48,351
516,108,120,33,198,1725,81,45,351
522,108,120,30,204,1758,84,42,354
525,108,123,30,204,2115,93,42,357
516,108,120,33,192,1683,84,45,351
516,111,120,33,198,1764,81,51,351
519,105,168,30,204,4725,171,48,354
519,105,120,33,204,4752,165,51,357
516,108,120,33,201,1752,78,48,357
525,108,120,33,198,1833,81,45,354
525,105,120,36,201,1752,93,45,351
519,105,120,30,207,1776,81,45,360
525,108,120,33,201,1704,84,42,351
522,111,120,30,201,1743,81,51,351
522,111,120,30,201,1737,93,48,348
519,111,120,30,210,1734,81,48,354
519,108,120,30,204,1674,156,48,357
516,108,120,33,201,1749,84,45,354
519,108,120,30,204,1752,81,45,354
519,111,120,30,201,1797,84,42,351
519,105,120,33,201,1740,84,45,348
519,111,120,30,201,1779,84,48,348
525,111,120,30,201,1653,84,45,348
516,111,153,33,201,4287,174,51,354
519,105,120,33,201,1716,84,48,357
513,111,120,30,201,1764,78,48,354
519,108,174,30,210,7260,168,48,351
519,105,120,36,198,1713,84,45,351
519,108,120,36,198,1692,81,48,351
513,111,120,33,201,1686,81,45,351
519,108,120,33,201,1728,81,54,345
519,108,120,36,198,1698,81,48,351
525,108,120,33,198,1677,81,45,351
516,111,120,30,210,1716,84,45,354
525,108,120,30,198,1830,81,45,354
519,108,120,30,204,1707,81,54,348
519,111,120,33,192,1674,81,48,348
525,108,120,33,201,1728,78,57,351
516,111,120,33,201,1659,81,45,351
525,105,120,36,198,1716,159,45,354
522,108,120,33,198,1689,84,45,348
522,111,120,30,204,1749,81,48,351
543,108,120,27,222,2031,87,39,366
546,108,120,42,207,1761,87,60,363
543,111,117,30,219,1734,69,63,363
534,123,120,27,207,1818,87,81,363
543,111,120,42,207,1830,87,39,372
546,108,120,42,207,1815,87,39,372
546,111,117,45,204,1740,87,39,366
543,111,120,42,204,1788,72,60,366
519,108,120,33,198,1926,84,51,348
522,111,153,36,204,5937,171,51,360
516,111,120,30,204,1809,84,48,351
519,105,120,30,204,1758,81,45,360
525,108,162,30,204,1848,81,51,354
516,111,120,30,207,1713,93,48,351
519,111,120,33,198,1674,84,48,348
516,111,120,30,210,1773,81,48,354
516,111,120,30,204,1668,84,42,357
519,108,120,33,201,1752,84,42,351
519,108,120,30,204,1683,81,45,357
525,111,120,30,210,1767,174,42,354
516,108,120,30,201,1677,81,45,348
519,108,120,30,204,1707,93,42,357
528,105,195,36,327,4434,174,48,354
525,105,120,33,198,1740,84,45,348
516,111,120,30,204,1695,84,48,351
519,108,120,33,201,1779,84,48,351
516,108,120,33,201,1707,159,48,357
516,111,120,30,204,1704,81,48,354
516,108,120,33,201,1611,84,51,345
516,108,120,33,195,1848,84,42,354
516,111,120,33,204,1644,81,48,357
516,108,120,33,207,1761,81,54,354
519,108,147,33,198,4029,171,45,348
522,108,120,33,204,1812,81,45,354
516,108,120,33,201,1701,81,45,357
525,111,174,36,201,1923,171,51,351
522,111,120,30,204,1677,81,48,345
522,108,120,33,201,1716,81,51,348
522,111,120,33,198,1677,84,48,351
525,105,120,30,201,1737,84,42,357
522,108,120,30,201,1683,78,48,348
525,111,120,30,204,2313,81,48,351
519,108,120,33,198,1737,84,48,351
519,111,120,30,204,7578,174,51,351
516,111,120,30,201,1716,81,45,354
519,108,120,33,201,1734,84,54,348
519,105,120,33,204,1713,84,45,348
522,108,120,30,201,1725,84,42,357
516,108,120,33,198,1719,81,45,354
522,105,120,30,210,1725,81,45,357
522,108,120,30,201,1761,84,42,351
525,108,120,30,201,1770,81,48,348
516,111,120,30,195,1731,84,45,354
519,108,120,33,201,1770,81,51,351
516,108,120,33,198,1827,78,48,354
519,108,120,33,201,1728,81,54,348
525,108,291,33,267,6096,168,54,354
516,108,120,33,201,1722,81,45,351
525,111,120,30,204,1755,81,48,354
516,108,120,30,201,1761,81,48,357
522,111,120,30,201,1749,84,42,357
519,105,120,30,204,1776,81,45,351
519,108,120,33,201,1731,81,48,351
525,105,120,33,198,5577,171,54,354
519,105,120,33,201,1689,84,45,348
516,108,120,33,201,1875,84,45,348
525,111,171,30,201,1773,84,48,357
513,111,120,30,198,1710,84,51,345
519,111,120,30,201,1743,81,45,360
519,105,120,33,204,1728,81,51,348
516,111,120,30,201,1659,81,48,351
519,105,120,36,201,1773,81,51,351
519,108,120,33,204,1743,84,51,345
516,111,120,30,276,1866,153,48,357
519,105,120,30,204,1671,84,45,351
519,108,120,30,204,1704,81,45,351
519,105,171,36,201,4215,177,51,357
525,105,120,36,198,1749,81,51,354
519,105,120,30,204,1812,84,48,345
525,105,120,33,201,1701,81,45,357
519,108,120,33,201,1731,84,42,354
516,108,120,30,198,1698,81,51,351
516,111,120,30,198,1665,81,48,357
519,108,120,30,201,1824,81,51,351
519,108,120,33,198,1692,84,45,351
525,111,120,30,198,1731,81,48,354
519,108,120,30,198,1836,147,51,351
516,111,120,30,195,1710,81,48,354
519,108,120,33,201,1695,81,48,354
528,108,120,30,201,4647,171,75,354
513,111,120,30,198,1722,81,54,351
528,105,120,30,207,1725,81,45,351
516,108,120,33,198,1668,81,48,351
519,108,120,33,198,1941,78,48,357
525,108,120,30,201,1680,84,48,345
522,105,120,30,204,1815,84,45,351
519,108,120,30,201,1761,168,51,351
519,105,120,33,198,1776,81,48,351
519,105,120,30,204,1695,84,51,351
519,108,120,33,201,4008,165,48,354
516,108,120,30,204,1713,81,48,351
534,126,120,27,225,1995,87,57,363
546,111,135,27,207,2013,87,39,372
531,126,120,27,204,1782,87,39,369
531,111,168,45,213,6156,186,42,369
528,123,120,30,204,1806,84,60,354
543,111,120,27,219,1731,87,42,372
546,108,120,27,222,1893,87,54,369
516,111,117,33,201,1686,81,45,357
519,111,117,33,207,1740,84,45,351
519,108,120,33,198,1761,84,45,348
522,108,120,30,201,1770,78,48,348
528,108,120,30,195,1713,81,45,357
519,111,114,36,195,1794,78,48,345
516,108,120,30,201,1671,81,45,357
525,108,216,36,204,5022,174,45,360
519,108,117,33,204,1722,81,45,357
522,108,120,30,201,1746,81,54,345
525,105,120,33,201,1827,165,48,345
522,108,120,30,201,1722,81,45,354
519,108,120,33,198,1665,81,48,351
522,108,120,30,201,2127,87,48,354
516,111,171,30,210,3870,171,48,354
516,111,117,33,201,1755,78,48,345
519,111,120,30,198,1653,81,45,351
528,111,171,30,204,1854,81,48,354
522,111,120,30,201,1680,81,48,345
516,111,120,30,198,1797,84,48,345
528,105,120,33,201,1671,78,54,351
525,105,168,33,207,1767,81,45,357
528,111,117,33,204,1686,81,45,351
522,108,117,33,204,1779,78,48,348
525,111,117,33,198,1650,90,48,348
519,105,120,33,198,2013,78,48,354
516,111,117,33,195,1638,81,48,345
525,111,174,30,204,4236,165,51,354
522,108,120,30,204,1746,84,45,348
519,108,117,36,204,1728,78,57,348
522,111,120,30,195,1677,81,45,357
528,105,120,33,201,1707,84,42,357
516,111,120,30,198,1668,81,45,357
519,108,120,30,198,1752,84,45,348
522,105,120,30,204,1665,84,42,357
519,105,120,33,201,1716,81,45,357
516,111,120,30,198,1668,81,45,357
522,105,120,33,195,1737,153,42,354
522,111,120,30,201,1668,78,48,354
519,105,120,30,201,1686,78,48,357
519,108,174,33,201,5508,165,51,354
525,111,114,36,198,1698,81,51,354
522,105,120,30,204,1782,81,45,351
522,105,120,30,195,1794,78,48,354
519,105,120,33,195,1728,78,54,351
522,111,120,30,201,1719,78,48,348
519,105,120,30,204,1629,81,54,348
522,111,120,30,198,1797,78,48,354
519,108,120,33,198,6486,171,45,357
519,111,120,30,198,1896,84,42,351
525,111,114,36,198,5238,168,57,348
528,108,117,33,204,1692,84,51,345
525,105,120,33,201,1701,81,45,360
519,105,120,30,201,1716,84,48,345
